DATASET_EXTERNALSHAPE
#Nodes have multiple values associated with them. Values will be displayed as geometric shapes of different size.
#Highest value in the dataset will have the largest size, and all others will be scaled down proportionally.
#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).
#SEPARATOR TAB
#SEPARATOR SPACE
SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL,example shapes dataset

#dataset color (can be changed later)
COLOR,#ff0000

#define colors for each individual field column (use hexadecimal, RGB or RGBA notation; if using RGB/RGBA, COMMA cannot be used as SEPARATOR)
#FIELD_COLORS,#ff0000,#00ff00,#0000ff

#field labels
#FIELD_LABELS,f1,f2,f3

#=================================================================#
#                    OPTIONAL SETTINGS                            #
#=================================================================#

#=================================================================#
#     all other optional settings can be set or changed later     #
#           in the web interface (under 'Datasets' tab)           #
#=================================================================#

#left margin, used to increase/decrease the spacing to the next dataset. Can be negative, causing datasets to overlap.
#MARGIN,0

SHAPE_TYPE,4

#always show internal values; if set, values associated to internal nodes will be displayed even if these nodes are not collapsed. It could cause overlapping in the dataset display.
#SHOW_INTERNAL,0

#shape height factor; Default shape height will be slightly less than the available space between leaves, but you can set a multiplication factor here to increase/decrease it (values from 0 to 1 will decrease it, values above 1 will increase it)
#HEIGHT_FACTOR,1

#vertical and horizontal grids can be displayed connecting the shapes
HORIZONTAL_GRID,1
VERTICAL_GRID,1

#horizontal spacing between shape columns
SHAPE_SPACING,10

#if set to 0, only outlines will be shown
COLOR_FILL,1

#if COLOR_FILL is used, this setting can be used to control the color transparency
TRANSPARENT_FILL,1

#if set to 1, actual numeric value will be show in the center of each shape
SHOW_VALUES,1

#=================================================================#
#       Actual data follows after the "DATA" keyword              #
#=================================================================#
FIELD_LABELS,rl0,rl1,rl2,rl3,rl4,rl5,rl6,rl7,rl8,rl9,rl10,rl11,rl12,rl13,rl14,rl15,rl16,rl17,rl18,rl19,rl20,rl21,rl22,rl23,rl24,rl25,rl26,rl27,rl28,rl29,rl30,rl31,rl32,rl33,rl34,rl35,rl36,rl37,rl38,rl39,rl40,rl41,rl42,rl43,rl44,rl45,rl46,rl47,rl48,rl49
I119,20,91,78,3,8,97,5,76,68,58,59,7,72,2,20,81,13,19,70,94,48,72,21,2,74,0,35,11,96,88,80,77,68,29,1,35,84,14,8,51,94,8,73,88,94,49,51,100,99,53
I114,37,73,32,7,36,31,12,44,9,83,18,87,77,66,8,87,14,28,21,63,22,87,31,46,72,73,73,40,40,7,18,31,76,63,60,14,95,61,77,79,44,92,59,81,23,21,34,100,97,31
267748,4,87,85,62,6,87,53,35,66,71,40,51,61,43,12,41,78,13,9,4,24,16,66,18,61,65,16,95,36,2,41,24,29,80,52,8,46,47,98,28,23,51,75,40,59,6,18,17,8,45
2107,53,89,62,14,20,30,72,83,52,50,34,39,78,24,3,57,9,73,28,6,58,97,3,56,34,60,20,76,15,55,87,21,95,10,67,76,88,89,40,40,33,87,38,64,29,16,60,1,30,73
I118,19,17,90,35,54,77,94,64,15,93,7,25,58,26,27,98,32,97,31,40,12,94,21,85,94,27,87,46,73,85,64,27,55,19,43,3,6,0,1,61,14,96,9,69,54,60,61,39,90,83
I117,8,17,1,56,74,40,5,46,63,20,53,49,7,29,8,74,49,2,57,84,19,76,17,45,82,25,95,59,33,26,63,50,42,29,60,45,38,52,52,5,27,21,92,85,84,79,61,54,46,18
I116,98,89,78,35,4,37,21,50,41,88,21,41,59,1,4,86,78,54,83,35,77,7,0,13,69,13,94,7,29,19,65,28,57,41,53,9,60,5,56,63,51,77,79,71,52,30,60,29,62,3
I115,85,35,33,90,100,53,71,70,48,71,54,73,10,53,65,44,15,27,45,76,59,100,50,6,44,56,21,75,75,97,64,32,11,65,64,97,55,15,83,75,75,17,5,96,0,13,76,80,49,51
2104,37,90,66,39,61,62,36,31,87,55,55,25,62,89,67,96,6,92,88,44,9,79,45,31,78,21,32,3,48,46,100,10,60,15,0,61,40,22,37,44,83,90,93,36,62,1,2,55,41,6
2097,42,33,99,22,16,15,52,74,13,78,38,95,47,81,66,10,93,74,77,40,9,67,11,39,7,65,27,1,36,96,96,39,8,8,17,89,19,36,46,90,79,45,53,83,1,63,64,10,15,67
2096,4,40,24,65,71,42,18,42,84,31,29,77,17,87,68,93,34,24,17,75,95,95,89,38,96,88,30,32,100,90,78,88,52,49,59,38,83,98,43,68,30,40,50,23,74,4,43,47,94,89
28227,16,82,81,28,24,96,6,85,60,25,79,50,42,53,43,78,24,72,92,83,94,93,71,57,36,41,36,8,81,18,77,99,70,73,47,83,91,42,58,90,19,20,42,31,21,70,40,45,58,65
134821,88,54,16,0,18,84,35,27,19,32,0,34,25,52,95,26,33,80,82,25,53,39,33,93,58,84,26,83,9,79,11,6,59,47,45,59,30,59,3,13,35,58,40,86,87,94,0,26,91,99
44101,82,74,27,57,58,25,22,11,29,77,94,35,51,69,38,62,42,96,46,62,57,24,95,68,17,91,51,89,74,41,90,5,25,60,87,93,0,6,84,98,49,65,31,79,26,72,75,95,34,57
100379,53,41,33,83,42,3,14,51,87,0,56,44,33,12,15,95,54,15,72,96,99,20,43,27,78,93,90,2,31,55,60,92,35,47,40,22,52,48,99,25,8,42,13,16,78,10,37,57,79,50
I146,25,64,77,25,2,59,33,46,43,64,56,48,39,4,37,50,82,93,33,69,39,37,44,6,83,49,6,48,59,2,62,47,82,62,84,37,44,1,83,12,5,42,21,88,87,33,26,36,84,27
I133,34,30,63,68,5,86,28,45,45,93,10,38,5,92,85,33,21,73,20,83,48,47,24,91,2,95,64,80,80,80,92,13,44,65,19,48,82,43,90,42,22,52,70,93,2,72,66,98,82,17
I129,81,51,72,47,89,66,37,9,92,55,61,93,11,39,57,76,54,29,33,81,15,68,33,38,38,88,26,32,18,29,95,38,60,55,62,86,22,17,58,27,22,9,47,59,78,20,54,91,64,36
I123,5,100,70,26,3,17,54,100,80,70,77,12,30,99,69,72,25,37,43,35,19,23,78,34,89,90,61,23,18,25,71,66,36,50,5,92,90,97,99,100,31,74,1,47,4,36,64,82,31,90
I122,45,37,3,8,17,78,11,98,0,16,58,39,43,87,11,23,57,36,87,75,100,53,64,55,33,17,9,63,87,6,34,21,54,40,11,82,51,69,6,92,64,57,67,27,46,93,10,48,73,76
265669,98,37,34,55,97,82,11,30,60,65,42,15,17,77,61,13,8,73,22,1,21,40,16,39,39,86,10,18,56,25,37,15,86,49,79,42,0,40,69,53,37,8,64,64,48,32,35,72,54,45
1639,77,4,76,94,84,71,58,3,28,34,86,70,64,30,73,32,81,96,2,22,59,23,92,66,57,63,34,53,93,55,93,67,24,73,85,85,49,33,65,4,95,36,14,48,7,54,38,34,26,0
1642,54,11,16,29,36,79,25,84,55,31,36,21,2,90,91,93,80,10,10,44,59,26,83,51,45,2,99,31,94,37,20,77,61,18,82,40,22,50,34,86,94,14,18,41,60,55,74,11,14,85
I128,42,60,72,39,56,37,26,73,47,67,44,7,76,41,39,14,21,8,9,5,1,24,53,78,36,41,78,70,78,66,21,22,26,42,56,13,99,48,80,47,28,52,24,76,45,26,24,54,23,84
I124,2,88,29,23,79,12,46,39,31,97,17,49,48,15,20,64,88,48,3,80,58,96,99,32,20,43,26,16,58,94,78,33,61,42,34,83,51,32,28,64,73,96,11,35,73,58,37,38,72,67
182710,50,69,30,27,13,39,72,9,53,100,41,86,39,63,69,74,85,6,53,37,62,24,15,67,35,92,58,38,23,23,5,59,59,100,39,49,78,7,92,81,11,25,68,70,82,62,81,97,34,62
86665,58,31,45,92,54,48,45,32,99,29,46,72,82,64,46,60,6,96,81,18,30,89,53,21,57,24,96,0,21,83,42,14,53,75,0,77,62,98,13,70,76,100,73,65,2,30,36,98,61,59
I127,95,92,47,13,6,9,55,100,71,18,1,62,68,57,53,40,80,91,89,80,86,7,68,93,15,63,2,76,25,66,16,51,39,93,57,53,51,99,84,90,31,30,59,40,86,6,57,1,8,10
I126,59,55,69,25,8,3,90,4,32,22,39,46,95,19,9,28,62,50,68,26,54,81,25,44,33,25,12,12,8,21,35,88,28,75,2,66,95,14,5,98,76,85,72,49,6,75,93,20,33,91
I125,75,31,87,0,31,27,34,90,29,76,55,72,37,72,4,66,69,56,65,25,2,89,31,25,52,52,4,67,43,49,16,28,11,58,41,8,32,40,35,30,30,89,83,71,42,53,84,20,33,63
226900,39,8,91,34,25,94,37,49,94,3,58,28,61,71,74,98,18,59,19,48,99,2,58,12,32,70,48,21,2,29,8,72,77,46,82,21,41,65,13,7,95,12,56,90,50,73,81,10,24,16
222523,34,5,4,42,88,83,0,76,28,18,10,48,61,4,78,71,39,7,26,12,88,94,15,57,40,32,11,85,30,45,39,38,95,53,85,26,40,57,41,53,97,67,100,22,98,26,9,58,23,47
198094,87,56,55,13,3,94,26,36,55,33,7,37,86,9,48,56,15,64,75,37,20,9,65,2,84,23,3,74,64,78,87,99,35,42,56,63,81,43,2,27,78,66,23,74,47,79,8,47,19,87
1423,67,87,16,16,76,84,50,63,75,79,32,62,94,80,49,0,45,20,38,35,59,49,18,40,44,99,24,35,2,18,37,8,91,35,72,68,94,8,79,69,53,48,29,76,84,43,50,70,5,24
I132,74,30,34,68,95,66,41,14,85,31,1,15,39,82,5,91,28,24,49,55,22,29,35,27,6,19,9,32,43,75,85,54,39,52,10,19,85,33,78,35,51,17,43,26,11,9,67,64,11,40
I131,100,29,3,75,16,25,46,53,81,9,15,33,82,28,96,78,66,50,27,94,89,91,53,69,82,57,97,21,65,46,33,33,32,28,11,70,9,14,41,45,44,3,60,56,62,34,64,67,50,56
196620,89,17,77,91,37,58,74,75,25,62,33,54,14,95,66,91,90,98,12,66,72,80,76,7,90,67,3,68,21,49,61,98,16,75,15,39,19,17,11,48,30,71,79,29,76,41,27,7,93,60
I130,41,31,58,15,98,86,7,66,28,31,29,99,76,12,11,87,31,65,80,91,22,84,68,18,2,7,89,62,40,22,19,43,76,12,98,43,90,68,38,4,67,75,25,70,85,26,26,38,99,31
158879,36,37,21,41,35,89,24,66,19,71,13,76,61,42,84,76,8,88,11,26,7,89,16,49,9,67,78,23,94,32,52,91,93,86,69,79,37,11,48,96,58,44,91,71,9,73,73,1,82,81
158878,1,48,72,87,42,7,39,42,94,90,19,13,12,58,69,83,28,13,56,90,15,82,24,46,59,53,91,72,86,65,83,90,50,39,77,53,83,62,0,70,5,63,62,44,65,4,31,68,83,100
1282,94,20,95,88,47,26,92,92,92,39,2,33,18,32,39,10,14,5,45,37,55,62,4,84,24,68,67,5,87,12,55,68,51,40,1,45,78,82,20,98,46,94,38,75,0,31,67,86,63,77
I145,70,59,89,81,62,56,9,15,45,1,9,33,79,27,54,97,68,22,82,66,99,36,86,77,32,57,85,6,17,94,23,16,47,90,13,15,40,79,89,50,75,70,35,65,41,29,21,48,14,22
I143,72,20,94,13,20,56,75,59,39,29,54,40,68,4,44,12,1,95,55,45,34,9,60,13,90,65,61,85,9,39,9,94,3,67,58,72,84,60,4,57,61,6,73,53,50,50,78,96,74,64
I142,28,37,19,59,76,45,51,67,75,84,5,94,98,39,51,4,80,99,79,17,64,5,22,47,28,13,88,28,35,47,32,21,27,2,23,88,100,87,0,68,0,3,94,30,99,29,22,80,0,82
I141,46,93,82,68,13,65,78,82,20,42,54,42,88,21,63,56,27,73,51,26,27,40,94,82,15,95,24,8,20,73,32,13,41,94,74,16,79,87,97,97,46,13,53,97,62,21,40,21,88,27
I139,91,36,20,48,58,58,53,59,15,29,100,41,53,3,7,13,68,3,66,27,40,24,93,23,10,5,75,45,20,5,16,77,80,99,77,33,84,20,92,10,1,17,45,79,70,25,25,24,95,97
I138,41,90,13,70,25,72,53,33,69,9,45,77,14,31,65,76,42,22,33,92,2,92,74,65,52,54,45,37,34,3,46,30,64,97,6,81,42,23,83,95,89,66,38,5,53,64,66,84,84,31
I134,5,37,62,87,62,65,1,52,62,45,38,72,84,14,7,53,63,19,92,46,41,85,7,46,8,11,22,21,39,18,4,62,81,32,30,63,52,86,82,9,18,34,86,100,22,12,31,43,98,11
216495,72,87,15,11,50,54,4,77,17,64,30,93,91,25,70,95,63,79,62,86,51,8,48,21,25,56,72,81,12,82,43,67,35,15,23,75,82,94,56,96,58,52,25,73,73,19,52,23,40,63
216466,62,1,82,85,5,37,30,49,81,40,75,98,86,9,1,79,24,49,94,21,55,11,18,82,14,8,47,38,76,23,11,33,57,29,32,51,66,19,65,37,10,81,57,38,35,14,16,29,86,85
I137,46,100,6,24,96,83,52,40,61,95,87,39,8,34,34,78,23,89,44,50,68,17,99,6,56,3,12,96,31,46,46,57,12,62,31,10,32,59,55,17,29,81,91,55,17,61,66,22,73,74
1314,9,7,21,41,59,13,72,83,87,37,4,96,15,48,84,40,19,47,15,100,27,59,83,64,69,43,92,28,15,27,81,61,40,27,47,25,23,1,83,76,49,54,57,83,17,81,39,69,35,10
I136,93,40,9,55,93,47,100,3,27,99,23,89,4,25,67,18,17,14,96,82,54,22,17,24,47,60,73,6,40,18,63,13,39,20,24,5,57,59,44,28,14,77,14,78,90,7,54,48,77,86
186103,49,36,28,68,54,25,22,71,16,4,83,63,29,53,100,22,40,9,16,33,71,95,24,76,6,73,17,78,50,19,16,30,21,44,30,23,57,10,97,89,19,39,12,82,44,2,90,41,66,73
I135,10,2,9,41,22,54,72,6,40,75,5,77,96,23,58,90,62,12,17,9,96,25,100,82,69,69,32,27,90,98,14,56,22,92,82,97,36,39,98,66,7,85,95,52,37,100,8,56,100,38
198466,47,29,40,3,12,85,49,40,58,32,41,71,30,0,79,52,77,61,13,48,8,47,18,85,67,33,35,57,95,56,91,53,7,69,64,45,18,95,72,100,19,69,16,93,3,53,5,34,79,6
193567,62,21,49,82,17,98,31,13,57,97,24,16,97,42,17,71,48,55,35,85,58,45,28,12,19,77,86,5,98,86,44,16,30,33,28,36,79,65,67,24,29,18,65,24,59,54,13,8,82,10
1309,89,65,43,82,29,86,13,19,32,3,86,80,92,0,78,96,20,25,88,99,40,2,75,11,36,10,70,41,90,61,68,92,34,23,26,61,81,59,19,27,36,84,16,4,70,39,21,69,50,18
I140,93,31,82,65,100,7,52,49,64,56,32,37,92,38,73,63,29,34,34,69,29,40,47,46,92,95,25,0,18,97,82,0,36,72,97,32,1,35,9,67,99,53,80,69,7,82,57,61,1,65
171101,43,41,89,10,1,39,81,27,97,43,14,5,100,52,30,44,14,15,15,72,50,57,39,44,80,18,0,94,52,52,17,20,59,97,9,25,34,9,17,82,80,55,79,25,12,78,61,37,93,75
1313,12,5,14,28,93,17,8,47,93,9,60,2,3,29,78,71,19,51,9,27,37,17,75,98,38,20,67,2,43,89,45,47,90,42,9,7,28,5,68,96,33,73,44,11,99,6,8,72,33,25
1360,81,82,58,64,50,82,42,73,18,98,54,62,75,32,67,48,60,4,52,97,29,89,98,37,32,74,97,37,51,9,24,71,5,50,79,66,93,32,11,18,27,75,8,89,83,52,33,76,55,13
1351,57,21,70,47,75,91,8,39,17,48,28,14,2,88,35,54,45,59,100,44,27,20,24,5,7,77,11,10,78,14,41,99,47,10,44,36,96,31,100,63,63,12,71,62,29,45,28,69,80,6
I144,63,7,82,80,20,80,18,13,8,78,38,69,30,23,57,3,50,11,27,90,84,78,61,60,6,39,46,24,7,76,38,59,68,69,42,31,32,20,93,68,14,12,52,71,40,63,2,7,79,46
33959,85,99,27,33,98,26,28,16,57,58,78,65,47,56,34,47,52,61,33,3,90,15,55,22,5,32,95,80,27,82,2,57,77,68,91,49,62,38,29,23,75,50,14,100,31,71,97,31,19,66
1590,66,69,15,42,12,94,18,2,17,5,81,50,9,38,3,0,46,63,78,55,91,9,54,66,49,80,23,66,60,93,95,3,48,25,66,41,42,74,59,41,99,70,89,70,22,43,46,31,15,0
I189,22,30,87,77,83,91,90,99,57,51,28,72,71,71,91,67,13,68,64,98,15,66,67,36,30,63,32,95,85,95,96,85,78,48,47,83,21,89,3,19,4,70,98,89,68,64,30,71,21,94
I171,67,20,37,85,4,43,61,73,55,31,26,17,69,5,42,3,13,51,83,3,37,5,84,44,31,74,31,44,50,34,66,47,71,85,62,19,19,56,72,56,75,39,14,2,84,11,66,26,56,68
I170,70,8,73,78,1,3,25,94,16,45,57,6,42,20,70,71,55,2,46,96,29,24,36,75,46,50,13,68,67,9,1,73,99,72,100,18,35,95,41,0,72,0,19,76,73,9,67,35,4,34
I169,78,26,24,39,59,95,41,31,15,71,68,42,34,27,92,49,83,42,13,4,37,86,10,25,8,98,45,44,99,82,15,55,29,49,53,13,3,82,21,70,35,11,62,73,29,79,75,54,52,46
I151,99,76,85,49,19,61,28,35,51,92,74,80,65,79,46,17,63,17,47,78,89,52,19,3,96,24,27,40,89,84,94,26,77,30,27,5,74,20,13,50,52,80,59,49,10,1,98,76,50,29
296543,75,32,70,54,1,34,5,24,99,25,23,44,26,95,90,58,86,28,83,44,49,93,78,93,53,79,40,39,39,99,8,27,42,42,6,19,7,4,45,40,72,43,38,88,23,77,2,11,74,85
I150,97,18,63,99,42,98,44,39,40,46,38,93,58,68,54,23,1,89,49,72,49,40,5,21,1,26,87,73,89,83,72,80,99,4,45,2,85,87,47,80,48,66,63,29,86,0,9,53,36,34
237895,43,84,5,77,69,9,53,62,9,97,13,84,44,98,12,37,26,12,12,67,64,3,94,27,90,82,84,36,71,74,76,42,30,60,23,86,12,98,5,88,53,28,43,29,65,88,71,98,99,100
36329,38,38,36,62,33,22,51,100,15,30,43,44,84,94,59,44,48,85,60,61,67,7,67,69,60,11,53,90,44,68,89,94,98,56,67,60,74,99,5,77,75,22,81,71,79,20,2,4,28,35
I168,69,70,20,4,39,65,2,90,1,76,84,46,8,55,94,26,92,51,76,0,48,9,8,90,29,38,66,71,64,17,20,14,77,24,20,49,14,11,83,21,32,79,44,1,62,14,57,25,16,17
I153,76,87,61,29,81,84,5,10,6,20,12,4,92,57,32,51,0,77,12,66,41,36,44,83,43,98,33,91,1,76,73,36,91,92,32,58,43,82,14,56,53,24,60,69,3,59,7,13,37,49
I152,65,91,0,85,94,93,49,86,91,10,23,46,43,67,90,85,64,36,45,84,31,81,57,97,57,15,13,34,27,28,31,97,95,2,19,77,27,18,59,98,17,51,35,65,19,70,61,63,90,60
4530,25,90,53,63,30,41,30,91,87,41,32,52,61,92,16,79,9,87,20,76,4,13,88,6,34,83,73,63,49,28,71,81,68,45,67,70,36,48,21,10,87,35,18,29,51,64,50,20,59,26
3702,29,97,5,68,70,73,57,23,2,27,67,37,87,55,68,37,22,24,20,59,96,38,42,44,98,59,31,40,79,89,44,25,16,90,100,52,24,38,85,74,19,31,54,55,64,66,21,82,83,0
45157,59,18,35,70,13,18,26,25,53,99,65,73,17,33,18,96,76,76,80,33,76,4,26,83,79,37,3,17,75,17,93,56,94,50,12,88,9,8,8,79,73,67,76,54,82,80,72,92,40,54
I167,64,30,9,37,100,3,33,24,11,36,8,62,93,68,11,72,70,59,11,26,27,97,13,76,8,47,36,68,39,68,52,27,34,77,40,40,12,86,99,58,13,80,96,86,38,6,61,28,98,88
44689,94,84,62,71,85,94,4,53,32,50,11,28,41,76,69,81,66,52,65,67,10,93,32,58,43,64,23,90,84,27,76,42,13,70,76,52,78,51,97,30,45,85,26,78,69,28,2,54,96,43
I166,21,30,43,16,8,95,72,23,13,79,83,99,22,80,60,24,41,43,23,65,12,89,22,48,81,72,88,24,75,3,65,56,3,66,92,59,96,7,14,67,51,35,50,38,23,59,0,91,9,40
I155,46,90,0,47,10,39,11,41,24,34,94,12,87,1,100,37,58,21,28,77,54,91,75,3,34,93,58,3,19,96,64,98,12,26,11,94,25,10,20,84,71,39,36,15,59,69,49,93,66,48
I154,99,65,42,75,35,47,3,68,49,71,42,70,97,100,40,87,61,71,13,30,5,50,40,64,37,89,90,71,83,89,25,22,58,74,49,5,92,59,34,17,80,97,68,95,21,37,8,89,86,94
33169,4,22,91,35,5,22,53,52,81,99,76,7,98,95,50,70,3,65,25,67,82,11,22,1,32,12,81,81,49,83,71,18,98,54,99,11,46,79,94,2,13,22,51,9,11,75,95,25,11,66
4932,81,88,38,76,52,69,42,53,51,26,40,47,28,47,83,27,95,33,92,50,85,76,48,66,9,73,36,87,5,88,51,63,100,39,67,92,23,70,73,42,4,73,30,21,39,3,95,68,31,46
4896,24,92,61,76,34,29,61,89,46,36,54,34,64,16,64,75,67,81,2,18,9,46,41,87,46,62,6,78,18,4,20,35,100,52,60,82,76,26,20,51,98,96,59,87,80,65,17,62,89,80
I165,96,37,41,3,26,42,91,70,59,7,33,86,6,14,17,37,23,80,69,24,69,26,87,87,7,23,57,11,54,63,94,50,95,77,1,61,1,7,7,11,11,61,11,90,76,34,42,76,27,12
I163,86,12,93,91,67,25,15,95,18,76,66,8,29,10,11,15,54,12,82,40,93,73,71,49,50,31,97,38,3,3,32,65,85,5,84,78,49,6,88,88,65,54,5,2,83,28,31,13,97,51
I156,73,15,5,93,67,12,68,45,82,81,37,25,42,12,24,69,47,80,59,27,82,58,44,26,56,16,55,79,94,78,74,92,42,5,79,8,91,28,72,54,37,84,3,66,45,2,83,65,93,52
180454,54,7,44,66,1,55,57,100,73,11,84,89,91,32,82,11,36,29,19,22,24,42,27,14,8,41,69,15,84,9,4,6,4,4,22,83,55,46,46,40,94,58,37,2,100,93,27,30,46,69
7227,43,2,33,69,70,62,82,33,68,36,49,6,30,61,93,63,45,8,36,53,61,37,20,84,92,18,100,30,61,92,10,46,78,21,18,90,30,42,61,68,31,57,70,9,65,1,100,70,37,58
I162,62,28,43,14,60,1,49,54,14,66,83,58,20,50,21,18,4,92,72,11,41,94,91,17,58,85,84,72,60,11,66,33,1,70,42,98,63,14,18,91,91,61,18,94,84,85,0,29,14,76
I157,93,69,43,29,22,51,55,22,44,88,53,82,15,99,27,12,71,67,69,11,44,19,54,37,57,12,97,75,61,75,90,27,83,2,22,41,0,0,6,64,30,38,24,83,72,79,35,53,92,58
31033,45,22,68,52,62,54,86,24,25,2,81,74,46,20,26,8,18,35,49,48,71,96,5,64,89,78,34,60,83,10,26,58,43,80,72,12,51,24,87,5,31,22,52,71,53,71,94,64,30,34
7955,74,48,43,32,16,50,97,24,7,41,96,37,44,47,63,71,64,14,41,47,64,85,44,96,10,95,47,54,22,18,63,55,20,54,63,66,50,34,96,96,74,51,54,100,53,84,10,54,62,51
I161,80,94,6,58,75,79,53,83,30,76,40,89,96,54,77,36,20,95,65,9,43,64,33,98,48,94,9,94,17,3,62,74,58,65,74,27,10,78,12,9,21,9,73,49,69,94,7,29,8,79
I160,66,12,93,98,49,29,12,90,72,21,98,22,73,52,56,4,30,85,42,71,38,1,81,29,90,62,22,63,59,55,11,70,95,20,5,68,97,38,53,24,66,26,44,9,79,1,21,82,28,46
I158,86,81,35,79,86,89,65,46,6,88,68,9,24,32,35,91,61,10,32,95,91,55,20,0,66,11,42,44,8,62,46,40,24,40,39,29,79,68,48,34,19,42,29,13,89,59,31,64,78,1
10116,40,42,54,3,94,47,98,9,19,53,94,4,16,64,57,15,53,13,60,50,67,71,65,0,32,37,99,100,43,97,32,83,61,17,32,78,55,69,6,1,72,72,76,60,20,4,80,26,81,1
10090,81,9,3,34,75,65,59,41,69,39,35,22,46,84,90,16,26,54,59,67,90,95,26,97,1,34,77,85,39,43,89,16,2,12,10,79,95,26,8,59,4,86,19,55,6,37,96,79,75,43
I159,34,50,6,95,17,15,6,92,81,88,72,36,32,23,97,69,1,17,44,97,88,29,56,74,44,22,87,32,4,2,62,11,18,70,81,34,12,20,34,12,21,81,72,22,62,75,50,27,3,86
9606,42,75,60,32,23,89,12,93,93,1,78,57,90,77,73,90,11,85,20,67,53,3,67,38,73,80,85,77,28,90,22,100,33,65,63,32,93,38,4,81,1,31,41,62,88,56,93,30,14,69
9598,36,11,20,7,100,19,69,18,58,31,64,17,84,30,75,23,7,50,57,38,67,77,35,1,60,90,7,68,98,95,48,29,20,22,36,24,70,85,43,13,3,20,73,0,44,10,98,66,64,22
9031,67,78,66,10,60,0,66,21,85,66,96,99,46,42,54,54,54,6,31,49,43,86,22,17,85,95,12,55,10,43,100,8,50,30,9,9,62,10,89,61,16,72,65,74,36,84,45,11,45,84
I164,79,8,2,63,68,78,80,85,39,70,25,31,7,10,81,71,92,98,64,32,87,54,3,65,8,96,50,97,100,83,19,96,38,37,67,41,39,78,23,9,91,80,94,61,80,58,87,48,33,57
6239,87,34,75,19,28,99,65,61,75,60,48,88,28,34,92,94,14,48,8,51,17,50,22,93,23,64,72,19,60,4,71,17,25,71,38,91,88,38,11,69,87,81,92,88,42,77,74,57,76,44
6238,54,21,62,44,92,12,92,21,89,63,43,59,90,99,67,70,36,4,34,31,13,91,75,52,69,24,40,19,16,55,29,62,64,13,14,81,87,18,37,72,8,55,43,11,78,68,78,54,51,88
5664,73,77,56,73,18,65,87,56,80,83,44,2,41,43,89,20,75,93,80,3,21,75,45,92,16,55,12,53,27,47,67,14,86,35,31,23,30,19,77,48,45,65,66,68,31,25,56,24,8,19
184922,48,40,57,41,39,77,31,63,62,76,39,14,25,15,81,97,9,64,38,4,20,89,67,23,70,15,54,81,87,2,23,42,57,11,20,50,7,0,99,65,49,53,8,7,1,92,3,100,86,81
I188,92,100,5,80,99,38,61,79,34,46,13,62,83,85,21,75,53,4,53,53,99,99,9,99,86,46,100,29,99,22,97,54,96,65,10,79,46,2,17,44,37,93,74,32,6,79,90,29,53,2
I175,29,76,85,3,57,44,16,29,93,32,54,43,30,0,46,27,50,15,40,4,17,8,10,72,27,24,74,11,99,5,52,75,63,57,96,41,60,32,36,73,24,91,25,58,96,64,70,13,37,8
160232,22,51,90,27,95,85,87,70,49,86,81,32,43,35,85,74,63,28,32,33,52,35,23,45,78,51,82,99,55,93,32,67,79,64,75,71,72,85,54,55,66,100,43,11,89,38,23,27,60,0
I174,54,77,31,11,4,40,56,51,2,82,27,61,87,36,57,55,75,3,84,8,26,26,92,13,95,31,43,25,53,39,48,86,45,100,83,24,70,75,25,100,44,24,25,7,0,69,26,91,82,28
I173,80,70,11,9,80,79,70,96,85,64,6,63,82,85,75,28,61,95,89,8,71,76,43,31,88,69,46,58,54,50,57,41,70,92,46,29,19,90,11,41,89,5,88,60,86,0,25,53,84,61
I172,62,68,27,48,26,2,85,73,62,16,39,51,35,17,49,31,3,74,85,23,27,51,55,78,58,77,66,44,41,96,44,70,14,12,43,15,89,74,61,54,28,12,82,36,17,30,69,6,72,23
111955,86,62,82,66,73,71,9,14,84,60,23,87,29,26,65,29,68,20,10,100,15,2,52,93,65,60,92,32,8,66,33,66,9,25,67,6,83,37,12,35,81,90,80,36,11,21,13,28,2,19
2287,38,17,81,78,56,54,26,89,9,7,59,26,17,29,3,15,55,87,32,100,56,32,84,55,43,36,51,0,37,98,16,9,48,71,49,4,100,86,35,33,43,14,81,27,17,48,57,54,37,100
56636,76,83,71,94,39,22,38,47,29,15,74,59,58,67,75,54,27,44,90,68,43,18,42,17,33,74,99,11,74,65,43,78,14,98,35,84,34,54,91,13,63,7,75,59,69,9,82,83,2,75
13773,71,16,24,9,43,49,76,81,13,88,53,53,14,39,84,96,86,40,8,31,92,0,74,36,24,0,10,1,73,37,68,2,51,44,46,73,93,65,63,5,17,29,28,82,12,2,20,98,56,35
I187,10,16,6,83,90,18,92,62,57,52,11,95,58,64,22,83,31,6,99,23,16,55,79,19,66,73,61,68,5,41,0,70,31,92,61,63,29,99,21,27,40,67,99,20,41,64,10,64,71,16
I176,97,17,95,10,1,3,64,55,66,81,66,61,1,24,53,61,62,77,79,21,14,57,67,38,70,63,29,19,55,15,15,34,40,78,78,80,26,86,79,21,30,69,86,97,5,87,9,7,64,19
