DATASET_MULTIBAR
#In multi-value bar charts, each ID is associated to multiple numeric values, which are displayed as a stacked or aligned bar chart
#lines starting with a hash are comments and ignored during parsing
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#SEPARATOR TAB
#SEPARATOR SPACE
SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL,example multi bar chart

#dataset color (can be changed later)
COLOR,#ff0000

#define colors for each individual field column (if

#field labels

#=================================================================#
#                    OPTIONAL SETTINGS                            #
#=================================================================#

#dataset scale: you can simply set the values where the scale will be drawn
#DATASET_SCALE,2000,10000,20000
#or you can specify value, label, color, width, style and label size factor for each scale line (dash separated, format: VALUE-LABEL-COLOR-WIDTH-DASHED-LABEL_SCALE_FACTOR)) 
#DATASET_SCALE,2000-2k line-#0000ff-5-1-1,10000-line at 10k-#ff0000-1-0-2,20000-3rd line-#00ff00-5-1-1

#=================================================================#
#     all other optional settings can be set or changed later     #
#           in the web interface (under 'Datasets' tab)           #
#=================================================================#

#maximum width
WIDTH,1000

#left margin, used to increase/decrease the spacing to the next dataset. Can be negative, causing datasets to overlap.
MARGIN,0

#always show internal values; if set, values associated to internal nodes will be displayed even if these nodes are not collapsed. It could cause overlapping in the dataset display.
SHOW_INTERNAL,0

#bar height factor; Default bar height will be slightly less than the available space between leaves, but you can set a multiplication factor here to increase/decrease it (values from 0 to 1 will decrease it, values above 1 will increase it)
HEIGHT_FACTOR,0.5

#Bars are aligned to the node lines by default. Using BAR_SHIFT, you can move them all up/down by
BAR_SHIFT,0

#align individual fields; if set to 1, individual bar charts will not be stacked
ALIGN_FIELDS,0
FIELD_LABELS,rl0,rl1,rl2,rl3,rl4,rl5,rl6,rl7,rl8,rl9,rl10,rl11,rl12,rl13,rl14,rl15,rl16,rl17,rl18,rl19,rl20,rl21,rl22,rl23,rl24,rl25,rl26,rl27,rl28,rl29,rl30,rl31,rl32,rl33,rl34,rl35,rl36,rl37,rl38,rl39,rl40,rl41,rl42,rl43,rl44,rl45,rl46,rl47,rl48,rl49
267748,144,75,708,343,917,923,459,681,861,933,71,390,522,404,767,406,354,317,740,664,442,953,96,901,311,697,193,195,388,600,724,977,67,861,558,268,777,850,324,931,348,4,908,315,129,837,623,205,19,743
2107,738,180,187,347,725,263,190,677,667,54,686,349,618,869,28,57,629,888,518,60,351,424,828,197,809,8,840,346,511,547,943,232,572,611,182,841,960,556,852,42,135,216,405,656,784,46,3,884,808,570
I118,407,750,335,285,556,515,493,931,297,835,587,605,872,226,461,381,341,291,800,245,747,676,477,122,933,447,172,442,402,121,287,382,864,37,368,24,897,67,691,686,917,930,469,265,409,674,267,869,707,201
I117,46,312,965,537,106,503,775,986,464,411,290,782,265,304,859,588,331,54,682,300,536,465,109,767,201,911,336,822,801,0,864,631,126,170,511,351,72,481,279,436,201,973,903,875,518,584,964,836,648,86
I116,477,713,577,108,12,743,74,733,679,818,371,145,957,223,790,391,189,449,161,183,304,597,619,189,420,339,922,606,892,80,278,19,906,754,637,289,682,165,560,729,660,185,25,251,765,147,335,361,332,463
I115,609,975,900,712,498,229,535,819,951,589,83,491,520,546,159,544,405,426,414,49,946,115,478,400,608,869,782,716,418,195,835,990,431,387,424,954,801,686,933,843,974,927,937,878,157,374,76,112,461,724
2104,697,737,695,674,806,38,640,349,967,966,230,26,106,839,625,888,289,195,415,648,765,942,907,868,686,862,833,33,925,612,292,342,870,109,334,236,340,891,900,946,993,613,32,206,145,664,718,454,784,374
2097,806,722,980,983,504,581,875,851,324,385,419,571,531,844,297,675,637,880,899,903,816,411,608,515,379,796,771,85,727,175,523,981,337,514,414,983,72,537,459,123,75,528,920,389,949,718,70,626,981,437
2096,85,719,388,130,558,885,732,368,883,463,498,323,698,684,64,642,273,175,642,265,906,420,386,600,981,455,741,989,358,222,602,645,861,256,318,117,586,507,600,371,644,986,453,343,21,547,629,777,669,116
28227,313,714,819,131,355,426,951,978,196,635,537,227,768,979,734,976,342,399,964,291,678,375,67,10,256,728,382,840,292,719,219,2,535,954,626,74,55,186,883,14,860,242,652,765,807,874,584,737,56,114
134821,941,703,93,582,769,389,161,683,103,465,736,947,823,217,708,86,832,448,491,791,894,894,23,145,660,293,811,467,616,527,141,560,548,84,961,313,420,91,232,811,725,925,276,515,573,533,487,450,454,647
44101,369,386,443,709,170,56,855,29,751,22,496,932,357,739,762,393,482,817,400,240,91,162,360,841,730,218,545,860,412,530,108,259,493,865,166,83,214,249,874,631,275,544,87,740,744,424,618,271,245,220
100379,146,608,857,122,939,68,842,193,323,552,568,86,248,88,992,261,711,365,111,41,426,179,290,164,108,334,342,277,770,700,224,589,411,420,151,461,884,826,747,648,604,197,294,666,256,1000,854,741,457,981
I146,550,938,872,696,107,362,407,142,701,404,403,80,636,849,438,69,791,520,768,169,525,563,446,896,287,914,358,350,161,145,269,901,570,984,750,262,144,408,757,874,408,944,644,713,659,786,664,683,162,476
I133,777,709,683,695,498,507,625,742,819,795,932,393,597,21,775,51,831,846,526,34,69,780,544,976,70,692,10,274,667,891,341,833,504,680,746,673,515,824,886,867,932,135,559,905,717,127,908,834,59,321
I129,842,640,687,862,770,783,265,506,237,351,318,773,986,101,432,504,209,505,140,361,140,178,677,189,517,777,275,422,660,212,231,983,37,303,812,584,169,412,263,156,867,42,900,511,795,697,38,483,206,753
I123,527,61,598,893,374,296,15,577,680,246,152,345,630,737,480,47,789,279,609,874,15,318,269,994,302,211,149,965,800,719,385,113,512,306,103,801,513,453,126,651,730,534,317,290,566,50,581,649,547,1000
I122,841,992,229,807,759,356,644,532,608,317,576,22,878,11,416,763,750,518,699,190,108,640,263,335,209,334,543,259,421,647,926,69,473,203,855,240,808,627,419,784,22,898,898,612,589,673,145,552,426,957
265669,743,198,483,323,212,98,264,195,674,174,398,762,285,370,448,404,45,915,431,739,960,692,288,801,715,808,496,406,571,980,212,980,426,312,634,977,133,190,204,972,336,543,39,153,64,276,962,79,293,201
1639,658,321,837,290,997,607,45,326,159,313,927,313,856,5,849,639,532,184,740,560,839,647,571,48,120,141,984,282,933,390,654,482,776,4,226,69,960,391,408,651,50,117,199,828,825,510,50,35,831,433
1642,344,421,331,766,879,299,116,102,120,873,29,460,172,683,470,612,504,342,488,561,428,305,124,61,651,214,920,647,624,0,492,777,752,331,832,723,576,467,188,933,277,485,127,535,225,487,56,155,241,798
I128,71,777,310,401,899,12,178,311,25,18,930,637,774,218,657,934,810,632,632,540,164,339,282,624,122,427,221,150,609,494,609,573,545,851,861,2,991,509,964,713,642,378,446,854,467,988,231,471,930,672
I124,50,586,725,751,272,247,734,712,636,950,998,767,21,151,569,969,955,617,126,604,963,14,904,525,754,328,595,73,351,832,825,271,290,14,722,702,586,176,687,528,828,529,178,965,999,146,183,878,502,63
182710,921,731,28,315,997,567,573,170,746,629,532,856,560,710,939,775,865,981,307,429,167,381,906,392,608,408,392,876,273,989,54,114,95,490,476,894,11,920,7,338,825,191,684,309,40,844,295,981,638,816
86665,649,104,397,900,672,839,130,342,807,595,491,786,21,316,901,236,786,924,869,709,81,951,397,764,310,865,667,470,741,921,164,14,539,251,372,338,465,853,341,684,317,490,398,611,741,201,616,644,249,821
I127,214,512,460,266,916,864,863,714,430,368,879,691,375,809,943,376,520,957,632,32,532,570,84,589,611,524,838,913,664,160,427,470,85,611,323,857,537,339,158,598,476,200,753,467,750,816,452,508,854,535
I126,773,768,441,92,837,634,522,26,851,165,199,593,544,560,483,738,23,720,259,929,564,486,662,766,586,27,218,780,799,937,723,596,572,227,133,634,488,739,428,42,423,594,427,571,61,221,578,586,31,471
I125,227,61,590,827,487,905,835,110,757,65,391,177,654,129,205,800,680,525,625,91,462,394,247,698,605,98,500,33,811,152,210,635,120,974,833,307,425,524,267,812,201,388,738,222,715,627,689,415,845,942
226900,220,47,800,923,749,891,259,722,201,683,381,259,375,495,749,916,296,120,282,311,754,202,818,575,712,691,524,445,661,65,268,398,34,717,834,167,34,921,707,923,650,199,776,490,919,191,626,348,364,781
222523,361,922,908,188,789,345,224,930,204,478,36,569,937,363,359,178,953,833,758,59,219,135,714,929,547,428,362,561,336,410,224,282,783,341,168,549,719,683,134,521,259,488,808,187,614,413,346,95,974,834
198094,741,507,77,56,420,103,587,636,841,526,215,980,702,660,859,639,557,700,577,202,479,880,222,711,730,762,676,48,730,730,226,441,838,664,638,670,991,720,604,251,785,258,458,738,297,658,715,206,699,848
1423,986,707,992,175,259,429,305,346,673,298,660,821,937,340,179,488,410,20,85,484,632,953,883,801,296,629,272,921,276,521,613,323,413,178,268,478,32,532,641,736,379,981,355,711,112,513,163,162,513,386
I132,456,224,528,979,482,783,833,931,895,6,482,671,760,875,689,583,82,731,896,798,690,793,355,811,253,920,894,386,945,618,879,488,71,345,570,835,148,133,594,795,171,665,422,957,839,842,902,482,787,743
I131,55,415,858,823,729,167,858,746,411,132,547,848,152,650,302,269,905,985,892,835,946,348,546,365,250,378,604,990,761,292,977,356,18,623,499,55,664,453,663,647,615,802,601,300,757,62,835,405,934,71
196620,402,110,675,52,831,128,927,675,483,946,688,512,538,467,581,111,309,292,489,165,886,457,722,874,543,563,51,442,852,272,961,3,628,433,95,902,58,189,890,785,151,199,984,264,495,520,355,616,528,139
I130,749,47,749,651,139,452,704,395,864,754,6,260,322,341,420,954,565,295,36,613,286,626,14,151,26,376,880,562,688,884,13,454,449,293,787,438,811,183,210,631,539,4,134,829,915,239,41,228,22,829
158879,89,89,374,116,103,202,254,401,3,335,187,136,508,855,764,141,438,583,791,120,109,576,481,192,555,325,651,420,676,482,369,21,377,302,298,515,722,475,425,387,17,455,341,431,516,983,399,647,300,362
158878,810,519,638,549,381,55,303,144,690,417,411,937,172,866,387,177,60,403,339,600,365,938,393,509,147,6,169,305,713,397,650,177,45,256,405,414,926,777,682,543,82,856,978,625,391,809,967,862,857,141
1282,10,113,651,263,962,92,23,503,146,321,627,954,5,581,445,897,13,447,43,687,685,337,261,202,422,913,567,229,886,119,473,329,709,827,636,907,719,4,427,26,381,647,758,772,944,410,230,800,126,103
I145,384,450,629,210,250,259,306,555,14,776,891,366,32,562,776,913,485,84,510,116,36,1000,290,564,904,641,942,37,201,818,774,930,310,229,669,439,682,38,892,978,103,227,76,688,724,981,385,289,223,826
I143,406,522,14,922,793,393,953,464,909,574,401,151,192,325,569,78,272,477,352,449,544,996,982,252,70,693,129,790,401,708,497,214,552,145,717,181,763,284,7,188,825,404,952,160,339,995,902,733,52,122
I142,641,173,262,754,269,660,277,529,362,559,903,154,334,196,612,317,600,924,185,73,109,340,501,709,241,6,783,530,955,127,187,794,525,883,568,204,732,77,499,162,1000,187,215,938,481,998,497,838,800,772
I141,932,836,454,158,723,747,836,658,169,415,944,823,171,865,134,493,808,581,212,448,2,621,693,701,358,426,938,853,872,756,725,609,287,939,363,324,97,697,970,866,234,585,753,659,973,393,933,104,951,76
I139,643,602,145,819,190,751,991,91,117,732,464,751,486,392,538,753,978,638,846,415,253,529,37,267,29,942,402,117,884,95,796,155,758,390,950,578,580,376,95,582,34,698,807,18,415,641,409,284,764,174
I138,546,986,237,8,231,659,670,173,898,116,25,927,210,827,328,266,122,676,810,384,221,653,485,403,914,9,516,553,975,203,769,7,679,13,420,811,165,404,522,101,615,345,308,191,184,32,61,939,675,70
I134,546,638,886,95,559,914,181,934,628,181,456,211,327,656,4,703,863,698,504,362,947,362,686,150,439,21,40,810,333,502,778,789,744,161,388,474,460,504,278,882,24,128,480,754,749,431,149,895,661,567
216495,467,960,825,262,310,741,990,743,94,599,761,30,570,539,234,716,631,271,677,325,427,538,100,334,111,304,276,800,888,451,808,234,154,415,72,921,319,404,88,986,921,854,948,647,491,200,332,935,575,746
216466,833,904,975,745,535,468,287,911,155,430,420,491,804,769,975,654,896,424,714,378,834,950,743,137,616,235,197,299,658,609,637,8,225,545,562,993,696,879,828,377,839,475,937,55,215,900,388,467,184,224
I137,550,78,639,476,428,195,815,81,331,843,702,53,797,304,607,575,692,528,52,948,193,596,709,71,668,444,208,397,872,916,526,50,316,311,100,292,774,514,1,73,943,658,754,948,664,213,376,231,747,675
1314,332,393,412,171,312,331,177,383,137,307,970,943,640,596,241,651,946,809,878,55,898,357,184,980,638,46,788,676,24,841,165,237,441,333,774,509,665,479,415,692,817,347,785,149,986,682,667,985,151,306
I136,487,554,983,324,871,724,542,719,606,171,277,679,328,506,997,607,433,817,109,390,270,741,731,690,116,455,733,287,594,643,684,519,4,23,818,797,560,150,251,838,973,935,73,828,274,821,48,476,544,284
186103,548,314,482,172,233,991,718,968,245,477,539,946,225,768,209,664,147,987,299,809,252,466,483,319,119,740,681,329,442,897,178,187,540,411,343,991,242,192,962,738,232,373,843,741,711,442,81,485,352,973
I135,99,604,642,342,483,997,544,538,866,904,92,548,241,822,63,614,489,265,368,51,531,863,522,636,339,982,219,898,294,404,814,792,507,869,673,426,48,81,86,540,176,998,404,644,819,468,852,516,134,497
198466,963,11,177,274,500,829,789,448,258,803,765,860,406,685,530,978,882,610,687,182,34,827,23,970,724,218,71,697,305,764,313,944,559,689,385,7,203,651,841,157,134,425,905,569,824,228,995,856,944,862
193567,852,528,269,592,264,57,134,218,209,986,902,229,423,529,293,54,435,89,311,544,615,738,294,595,294,915,943,979,700,776,833,328,304,143,970,781,314,886,291,969,626,344,514,121,140,187,302,782,679,935
1309,904,1,779,136,215,738,743,921,326,697,626,501,610,685,678,746,963,933,166,68,347,261,371,731,243,857,463,995,904,723,239,341,335,529,4,304,543,59,664,340,168,688,155,932,72,200,6,373,49,109
I140,544,599,881,859,430,716,971,757,27,339,541,593,443,457,80,994,116,291,502,191,19,262,323,128,342,979,461,684,588,176,352,493,215,871,631,172,557,697,950,384,396,229,873,312,531,319,760,759,689,967
171101,195,605,61,812,954,501,767,571,868,274,91,685,768,407,846,415,211,546,169,371,397,547,123,168,529,152,862,496,898,817,200,70,832,927,740,295,675,766,91,758,802,848,208,341,408,665,982,869,703,451
1313,821,458,301,84,826,344,890,897,287,221,515,990,610,935,714,669,496,517,464,910,671,64,695,698,927,235,700,214,795,113,28,414,884,994,955,69,986,44,741,687,416,62,252,872,570,523,826,52,875,49
1360,698,121,789,921,642,442,686,190,355,691,453,31,804,793,635,296,735,246,583,488,888,4,904,335,274,830,845,758,259,354,452,686,637,96,440,506,872,605,205,264,154,449,156,590,551,544,725,268,117,340
1351,940,891,398,941,491,409,406,281,146,487,903,173,937,749,346,297,387,530,645,441,547,236,988,211,248,33,776,583,201,624,183,818,98,112,794,628,512,376,805,452,940,152,203,211,346,799,342,198,59,868
I144,670,987,821,762,839,437,111,676,903,82,398,682,171,913,690,503,779,355,329,463,209,145,393,18,694,876,166,825,399,244,666,904,897,114,915,406,960,28,238,0,366,152,79,587,629,483,777,908,196,786
33959,445,256,866,32,966,785,544,902,635,134,279,982,473,649,70,94,911,970,794,828,341,286,980,357,67,486,395,313,93,322,165,818,323,406,117,318,834,873,722,769,992,123,504,532,577,430,590,9,845,183
1590,588,487,278,280,461,898,499,607,330,220,549,31,467,324,559,239,904,805,72,437,441,941,540,610,781,503,697,521,312,184,784,104,447,216,699,323,299,757,520,404,747,81,69,771,203,191,494,152,266,880
I189,882,272,358,155,963,996,798,160,174,51,14,296,91,392,767,649,656,4,88,928,511,415,10,73,296,283,29,850,421,922,958,548,421,96,119,756,641,771,769,837,588,466,552,472,22,65,697,487,99,419
I171,453,492,646,943,998,539,192,743,333,101,197,633,341,749,553,980,158,214,502,821,346,433,966,777,200,397,796,668,834,643,250,137,496,9,22,897,775,381,174,387,66,87,349,284,438,781,908,866,894,956
I170,349,450,473,93,439,685,888,719,578,632,516,456,760,163,221,217,753,648,924,998,168,188,835,419,833,201,502,356,433,782,972,450,741,140,900,864,519,257,566,319,992,138,299,726,427,896,419,280,97,295
I169,420,432,496,276,134,888,630,875,347,778,429,230,251,252,871,299,754,657,324,199,300,583,120,614,898,12,518,445,988,493,543,123,25,949,543,511,479,851,529,416,433,830,288,958,801,249,202,399,544,891
I151,432,551,931,250,0,507,469,927,269,875,208,426,605,807,776,908,104,354,573,173,775,293,783,97,807,490,625,406,941,596,225,737,940,677,503,793,365,953,304,935,868,936,159,153,648,699,217,312,139,120
296543,474,336,636,69,986,933,551,424,646,659,467,807,69,987,810,509,134,407,32,75,5,133,541,999,290,851,500,938,208,717,182,732,135,577,475,163,90,62,730,190,928,477,138,268,235,460,645,66,626,58
I150,263,472,256,391,270,121,715,395,677,92,257,347,411,32,510,683,295,261,195,789,828,269,22,858,826,513,85,694,470,18,9,264,880,324,718,702,406,261,427,398,892,137,321,854,150,47,924,422,419,104
237895,551,512,613,896,618,964,886,604,973,270,799,277,645,850,735,763,433,371,147,314,992,314,245,32,728,608,512,684,907,554,472,190,637,436,660,957,809,518,660,361,739,183,506,443,598,292,413,603,466,310
36329,781,238,420,700,391,953,19,786,132,927,474,620,231,214,717,551,278,791,614,486,429,537,826,369,958,221,313,478,494,665,480,55,784,635,911,774,436,745,133,391,864,413,14,79,725,246,787,67,787,349
I168,76,514,217,555,396,797,63,159,867,67,586,483,856,661,506,569,793,938,235,585,519,103,948,336,416,221,856,22,529,135,461,681,556,497,152,816,905,75,357,719,497,501,993,134,967,78,749,91,491,95
I153,507,561,363,479,147,272,601,314,138,675,802,430,854,392,467,337,603,508,717,1000,20,631,200,786,410,984,977,545,707,287,958,981,914,88,219,133,482,567,998,990,421,767,20,81,590,990,29,951,420,401
I152,438,525,917,858,688,658,130,895,745,789,314,113,386,89,856,749,987,621,933,596,668,329,572,296,14,880,684,375,894,39,523,7,354,724,95,759,79,353,256,502,703,151,613,238,911,756,519,223,815,839
4530,664,315,244,364,286,928,863,236,515,549,952,805,41,271,451,206,528,949,494,517,416,34,999,344,115,194,756,167,238,437,348,842,923,444,609,241,426,284,674,487,74,363,11,175,352,73,960,887,411,744
3702,863,722,440,5,171,553,138,376,215,215,56,648,258,472,497,118,732,129,523,725,707,700,76,841,985,156,827,791,161,284,857,362,903,441,735,424,119,668,957,445,21,612,959,223,269,527,220,953,18,504
45157,31,5,341,491,725,985,847,948,388,458,383,905,762,798,432,868,240,562,412,612,100,443,283,14,539,477,469,645,62,286,192,574,828,508,176,674,513,503,468,401,248,922,484,619,688,542,774,656,452,190
I167,333,839,488,329,140,933,67,809,173,676,111,834,571,179,535,142,198,733,915,994,182,23,312,562,486,635,286,350,771,638,786,825,696,274,631,578,542,692,511,143,259,480,320,888,509,274,393,500,989,915
44689,943,219,697,92,378,941,196,703,526,93,86,232,247,587,932,753,51,45,78,337,504,739,564,554,108,749,146,569,765,470,651,893,61,986,913,393,833,9,544,194,45,27,68,201,190,322,805,911,219,245
I166,871,337,543,985,767,352,216,392,362,372,521,731,205,866,755,601,952,927,506,63,757,608,748,453,684,634,644,777,125,414,152,279,418,272,793,436,208,174,673,161,843,243,98,690,160,228,484,129,678,649
I155,916,106,173,45,841,446,510,637,689,455,747,537,380,957,136,986,128,842,237,917,380,970,901,278,418,584,34,971,748,928,916,14,929,518,814,243,629,261,287,173,892,401,513,723,904,755,29,755,414,365
I154,741,914,518,436,55,37,33,528,4,793,162,487,992,906,555,959,896,143,128,795,528,85,307,28,837,649,572,347,182,558,550,87,851,551,903,157,105,370,487,363,16,148,431,269,611,429,369,821,468,872
33169,974,898,974,904,12,419,773,106,644,812,821,48,740,403,214,544,15,642,16,97,799,607,908,98,398,440,267,812,994,361,869,123,126,393,176,667,6,621,158,601,510,167,918,70,261,80,224,926,335,363
4932,958,0,122,607,81,369,960,677,368,495,721,114,176,615,804,672,738,111,783,262,703,860,637,217,423,469,867,541,97,909,842,265,875,772,295,513,258,482,663,688,538,22,364,869,613,693,428,436,488,511
4896,104,596,210,964,175,807,140,678,189,976,119,633,157,891,451,716,213,348,502,65,729,543,711,339,244,299,797,899,494,684,429,757,671,855,720,602,274,127,366,871,325,815,304,950,978,845,824,222,131,772
I165,119,609,709,206,780,472,640,167,999,466,637,401,158,651,664,145,306,557,240,328,146,456,825,608,565,210,975,701,589,998,511,231,718,848,827,60,475,960,367,407,214,582,321,890,535,238,461,226,1,73
I163,993,556,512,862,888,34,48,895,622,359,85,637,149,589,118,218,822,861,307,496,469,969,641,281,791,290,13,866,522,389,474,847,61,678,774,300,270,25,887,647,728,261,88,906,46,751,235,118,737,87
I156,244,208,733,87,532,724,870,911,808,602,803,648,517,418,758,84,845,337,182,261,183,9,132,662,860,1000,952,897,538,897,583,76,336,204,624,244,643,805,953,803,108,803,191,219,197,516,893,558,238,129
180454,775,224,714,565,208,547,87,349,936,964,785,807,922,954,310,296,186,851,376,681,751,961,769,227,505,111,319,331,910,112,641,490,992,286,99,865,730,369,941,730,615,847,810,839,160,401,158,251,456,953
7227,933,766,993,995,215,572,179,624,274,491,433,336,387,715,704,601,898,658,617,466,174,658,843,85,394,131,578,951,546,135,29,175,36,449,867,691,401,986,545,312,746,975,6,190,132,205,750,203,931,521
I162,680,146,763,702,602,785,979,870,560,645,817,707,372,740,272,990,73,745,844,866,299,686,171,82,288,824,890,63,595,543,247,768,728,616,928,701,514,972,102,945,506,478,554,132,507,111,737,299,963,818
I157,774,459,585,260,473,900,230,1000,255,36,986,927,465,897,374,644,689,317,329,849,628,511,290,493,927,764,743,378,721,139,517,388,828,228,181,277,312,286,815,781,735,830,51,979,870,234,640,986,473,496
31033,800,604,49,814,810,271,140,601,280,146,681,861,175,697,279,168,623,507,561,887,92,795,782,264,798,142,712,1000,330,513,17,132,145,176,269,491,51,790,758,728,456,901,306,252,127,657,730,143,277,546
7955,928,681,894,74,790,940,356,939,966,956,776,878,478,533,0,375,37,580,140,289,332,396,654,738,547,599,378,152,389,10,317,247,219,278,476,53,307,69,646,663,118,843,505,97,346,966,143,782,404,265
I161,390,651,241,942,163,198,598,201,673,177,393,953,649,40,235,299,580,965,627,782,350,5,26,173,674,324,6,92,46,604,159,913,601,98,148,633,382,544,636,882,757,912,314,424,378,22,339,652,6,226
I160,972,922,382,199,502,71,101,665,802,789,14,933,532,151,557,962,778,861,599,73,721,697,186,791,751,828,256,134,305,45,559,645,912,447,812,229,658,145,601,301,476,798,191,392,764,440,313,211,615,164
I158,409,830,939,400,874,826,537,367,743,354,42,778,642,289,502,990,452,527,166,192,706,802,68,475,167,285,535,843,335,364,76,181,140,784,203,445,973,406,559,257,382,662,562,979,764,348,90,143,647,14
10116,857,311,488,196,64,862,866,707,60,482,354,907,672,272,755,320,208,626,679,59,592,779,997,602,93,343,768,26,402,636,44,153,304,893,466,522,293,115,309,136,892,675,305,711,208,751,140,882,273,807
10090,40,754,243,678,894,358,238,635,845,878,960,807,361,416,208,402,278,855,919,359,87,342,440,802,94,277,769,817,149,446,720,592,323,234,166,134,512,37,794,604,855,225,200,340,414,223,731,499,904,491
I159,304,492,633,693,325,567,448,281,866,377,24,2,713,452,45,287,998,766,243,263,278,330,935,10,125,326,226,619,410,188,511,707,389,150,326,344,716,734,689,417,504,83,438,228,774,822,745,995,590,796
9606,988,819,741,225,297,318,584,632,906,556,400,90,725,587,61,142,878,839,709,125,995,394,502,468,568,649,617,935,615,506,78,111,489,217,304,889,350,125,726,710,376,746,324,907,132,767,921,285,186,929
9598,995,653,141,864,425,784,703,387,927,99,588,257,289,176,552,768,786,36,524,988,676,110,305,238,788,785,990,412,114,32,256,579,7,280,750,955,684,950,385,978,822,606,957,712,185,186,997,24,863,621
9031,870,537,291,599,957,551,969,532,442,531,3,66,731,728,373,189,717,61,131,49,743,247,315,346,605,973,760,820,811,629,767,175,259,507,963,179,67,282,263,258,539,87,327,820,468,990,201,973,33,152
I164,122,502,652,556,279,342,182,989,549,866,994,698,31,773,699,734,45,288,84,980,643,114,925,717,83,9,518,10,491,660,947,980,255,201,16,354,386,483,303,834,733,32,493,707,911,780,100,261,510,901
6239,285,921,680,568,848,919,148,863,319,783,202,831,814,138,678,187,854,625,194,18,732,967,6,799,623,456,19,984,897,512,207,138,893,774,728,228,362,132,943,746,679,300,193,113,326,907,277,572,185,125
6238,772,115,34,807,99,705,333,603,686,594,645,247,381,401,94,369,458,772,335,516,457,559,383,965,128,49,453,172,826,813,21,672,615,439,471,964,130,617,135,974,323,306,382,352,37,136,656,783,633,809
5664,742,964,957,470,477,164,514,458,20,521,542,295,195,554,342,992,547,152,295,492,58,477,61,50,466,208,986,654,693,963,101,963,422,752,659,169,763,343,818,146,534,240,908,44,96,988,633,90,376,861
184922,49,367,765,509,93,120,403,418,269,401,38,402,543,477,120,41,819,277,700,796,698,24,495,809,46,644,214,734,661,765,675,334,933,468,196,496,63,275,71,364,400,275,123,577,640,571,725,296,923,705
I188,340,460,684,189,116,146,800,788,86,874,118,141,649,520,730,566,434,595,277,384,14,66,408,392,405,945,555,541,675,317,388,442,766,112,550,288,722,692,338,34,601,778,160,82,262,936,120,612,239,75
I175,935,385,216,822,888,153,288,244,330,719,762,480,367,856,159,796,367,280,30,469,849,542,212,510,305,90,415,368,144,173,933,345,927,581,795,604,506,360,424,451,28,471,985,624,714,511,254,640,778,509
160232,253,196,535,117,187,456,123,455,571,569,402,6,451,765,548,652,803,31,66,598,28,220,387,121,514,295,667,652,981,894,420,610,321,382,777,623,759,915,594,330,646,569,471,432,689,728,700,832,15,358
I174,764,49,709,961,635,920,150,891,51,134,403,179,893,736,870,35,568,559,328,180,736,446,54,52,255,131,752,316,75,910,402,563,704,331,975,496,19,7,661,415,459,209,281,552,88,420,433,804,526,507
I173,493,432,858,207,763,175,821,521,970,485,340,853,148,814,747,4,580,138,640,499,615,354,152,309,991,232,452,464,455,684,860,424,974,139,444,35,265,432,525,55,170,548,911,298,580,488,818,44,639,430
I172,38,325,180,895,666,108,10,632,353,872,991,663,26,723,325,409,286,283,286,707,175,778,528,150,337,835,305,760,921,129,895,525,178,798,580,367,917,400,487,704,111,38,902,841,867,530,260,157,213,913
111955,29,633,229,467,596,345,645,850,609,77,652,444,621,832,529,1,214,793,772,202,548,925,597,156,283,464,952,725,764,417,649,601,60,940,244,896,933,350,221,755,265,591,330,881,233,497,512,506,308,712
2287,223,494,340,829,564,771,835,927,997,619,729,152,466,85,426,29,533,229,582,732,380,754,986,251,339,541,677,689,794,58,603,195,123,49,131,488,25,671,586,774,361,219,303,58,385,148,659,673,119,54
56636,758,657,567,819,421,547,46,685,692,850,225,149,910,60,2,632,915,627,66,589,666,484,466,64,840,832,959,826,315,982,734,603,653,504,566,759,388,796,885,631,949,704,290,269,109,24,205,854,61,903
13773,239,479,532,715,815,49,169,641,485,827,23,810,980,283,625,881,285,505,228,501,961,698,970,412,29,119,878,572,770,53,732,612,476,722,660,50,90,733,819,909,963,776,728,282,310,900,92,896,372,434
I187,603,59,1,812,501,650,49,643,597,195,169,345,551,930,160,454,18,810,480,611,127,329,773,328,845,334,297,553,723,429,129,553,194,911,388,506,847,237,382,857,804,742,198,884,923,102,598,152,578,253
I176,317,678,198,697,122,66,917,176,278,65,33,17,730,284,536,679,27,420,551,211,199,645,999,487,923,335,716,582,863,307,40,964,43,615,928,442,203,95,598,472,449,996,853,657,126,291,31,114,738,708
50339,824,958,382,660,200,561,602,460,76,172,835,344,915,261,32,544,496,546,58,738,635,291,460,38,232,291,654,207,822,339,62,671,119,129,536,95,480,460,991,96,542,660,400,29,454,851,798,250,829,467
2303,909,50,811,383,456,983,308,216,998,750,165,438,244,208,929,720,976,224,910,994,173,722,217,321,454,538,864,682,531,150,316,792,551,462,49,279,289,242,789,9,45,329,54,524,881,166,193,123,433,633
I186,480,509,528,413,210,499,342,63,409,329,252,144,825,770,172,50,583,971,74,468,990,522,641,115,804,164,250,917,973,842,532,257,492,588,402,879,36,339,667,619,104,781,215,275,110,689,877,613,850,978
